"category","products","law","profit","due","bools","date","bools2_list","structure"
"원금비보장종목형","AMD--S&P500","85-85-85-80-80-70/50(종가)",8.16,"3년/6개월","비보장",2021-02-03,"미상환","월지급식 스텝다운"
"원금비보장종목형","삼성전자--NAVER--S&P500","92-90-87-82-80-77/52(종가),리자드배리어87%,82%",8.7,"3년/6개월","비보장",2021-02-03,"상환","멀티배리어리자드"
"원금비보장종목형","APPLE--S&P500","85-85-85-80-80-70/45(종가)",6,"3년/6개월","비보장",2021-02-03,"상환","스텝다운"
"원금비보장종목형","삼성전자--SK하이닉스--S&P500","92-90-87-85-82-77/52(종가),리자드배리어87%,82%",6.1,"3년/6개월","비보장",2021-02-03,"상환","멀티배리어리자드"
"원금비보장종목형","삼성전자--S&P500--EUROSTOXX50","88-88-82-82-80-77/48(종가)",5,"3년/6개월","비보장",2021-02-03,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","95-90-90-85-85-80/55(종가)",4.56,"3년/6개월","비보장",2021-02-03,"미상환","월지급식 스텝다운"
"원금비보장지수형","KOSPI200--S&P500--NIKKEI225","92-92-87-87-82-80/52(종가)",4.5,"3년/6개월","비보장",2021-02-03,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--S&P500","92-90-87-82-80-77/48(종가)",4.3,"3년/6개월","비보장",2021-02-03,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","88-88-85-85-82-80/45(종가)",4,"3년/6개월","비보장",2021-02-03,"미상환","스텝다운"
"원금비보장종목형","삼성전자--현대차","92-90-87-85-80-77/52(종가),리자드배리어87%,82%",8.8,"3년/6개월","비보장",2021-01-29,"미상환","멀티배리어리자드"
"원금비보장종목형","FACEBOOK--S&P500","85-85-85-80-80-70/45(종가)",7,"3년/6개월","비보장",2021-01-29,"미상환","스텝다운"
"원금비보장종목형","NVIDIA--S&P500","85-85-85-80-80-70/50(종가)",5.64,"3년/6개월","비보장",2021-01-29,"미상환","무조건 월지급식 스텝다운"
"원금비보장종목형","삼성전자--SK하이닉스--EUROSTOXX50","92-90-87-85-80-77/52(종가),리자드배리어87%,82%",6.2,"3년/6개월","비보장",2021-01-29,"미상환","멀티배리어리자드"
"원금비보장종목형","삼성전자--S&P500--EUROSTOXX50","92-92-87-85-80-77/55(종가)",5.5,"3년/6개월","비보장",2021-01-29,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","95-90-90-85-85-80/55(종가)",4.5,"3년/6개월","비보장",2021-01-29,"미상환","월지급식 스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-87-85-80-77/52(종가)",4.5,"3년/6개월","비보장",2021-01-29,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--S&P500","92-90-87-85-80-65(NO K.I)",4,"3년/6개월","비보장",2021-01-29,"미상환","파워스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","88-88-85-85-80-77/48(종가)",4,"3년/6개월","비보장",2021-01-29,"미상환","스텝다운"
"원금부분지급형","AMAZON","조기상환 100-100-100-100-100-100-100-100-100 만기시101이상:참여율100%",-10,"1년/최초3개월(포함)이후1개월","부분지급",2021-01-29,"미상환","만기상승참여형"
"원금부분지급형","NETFLIX","조기상환100-100-100-100-100-100-100-100-100 만기시101이상:참여율100%",-10,"1년/최초3개월(포함)이후1개월","부분지급",2021-01-27,"미상환","만기상승참여형"
"원금부분지급형","삼성전자","조기상환100-100-100-100-100-100-100-100-100 만기시101이상:참여율100%",-10,"1년/최초3개월(포함)이후1개월","부분지급",2021-01-27,"미상환","만기상승참여형"
"원금비보장종목형","NVIDIA--S&P500","85-85-85-80-80-70/45(종가)",8.2,"3년/6개월","비보장",2021-01-27,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--S&P500","95-90-87-85-80-77/55(종가)",4.2,"3년/6개월","비보장",2021-01-27,"미상환","스텝다운"
"원금비보장종목형","삼성전자--KOSPI200--S&P500","95-92-90-87-85-77/55(종가)",5.22,"3년/6개월","비보장",2021-01-27,"미상환","월지급식 스텝다운"
"원금비보장종목형","삼성전자--SK하이닉스--S&P500","92-90-87-85-80-77/52(종가),리자드배리어87%,82%",6.3,"3년/6개월","비보장",2021-01-27,"미상환","멀티배리어리자드"
"원금비보장종목형","삼성전자--S&P500--EUROSTOXX50","92-92-87-85-80-77/55(종가)",5.5,"3년/6개월","비보장",2021-01-27,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--S&P500","88-88-85-85-80-77/48(종가)",3.6,"3년/6개월","비보장",2021-01-27,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-87-85-80-77/48(종가)",4.1,"3년/6개월","비보장",2021-01-27,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","95-90-85-80-80-75/55(종가)",5,"3년/6개월","비보장",2021-01-27,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","95-90-87-85-80-75/50(종가)",3.8,"3년/6개월","비보장",2021-01-22,"미상환","스텝다운"
"원금비보장종목형","삼성전자--NAVER--EUROSTOXX50","92-90-87-85-80-77/52(종가),리자드배리어87%,82%",9.8,"3년/6개월","비보장",2021-01-22,"상환","멀티배리어리자드"
"원금부분지급형","APPLE--삼성전자","조기상환:97-95-95-90, 만기상환:만기상환기준비율 90%부터 손실률 결정",8.01,"6개월/최초3개월이후(포함)1개월단위","부분지급",2021-01-22,"미상환","부분보장/조기상환형"
"원금비보장종목형","FACEBOOK--S&P500","87-87-85-85-80-75/45(종가)",8.1,"3년/6개월","비보장",2021-01-22,"상환","스텝다운"
"원금비보장종목형","삼성전자--S&P500--EUROSTOXX50","95-90-90-85-85-80/55(종가)",5.01,"3년/6개월","비보장",2021-01-22,"미상환","월지급식 스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","95-92-90-85-85-75/55(종가)",4.5,"3년/6개월","비보장",2021-01-22,"미상환","월지급식 스텝다운"
"원금비보장종목형","삼성전자--SK하이닉스--EUROSTOXX50","92-90-87-85-80-77/52(종가),리자드배리어87%,82%",6.7,"3년/6개월","비보장",2021-01-22,"상환","멀티배리어리자드"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","80-80-80-80-80-80/55(종가)",3,"3년/6개월","비보장",2021-01-22,"미상환","픽스드배리어"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","88-88-85-85-80-77/48(종가)",4.2,"3년/6개월","비보장",2021-01-22,"미상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","92-92-87-87-82-77/52(종가)",4,"3년/6개월","비보장",2021-01-22,"상환","스텝다운"
"원금비보장종목형","삼성전자--KOSPI200","95-92-90-87-85-77/55(종가)",4.5,"3년/6개월","비보장",2021-01-20,"미상환","월지급식 스텝다운"
"원금비보장종목형","삼성전자--SK하이닉스--EUROSTOXX50","95-90-85-85-80-80/52(종가),리자드배리어87%,82%",6,"3년/6개월","비보장",2021-01-20,"상환","멀티배리어리자드"
"원금비보장종목형","삼성전자--S&P500--EUROSTOXX50","95-92-90-87-87-82/55(종가)",4.8,"3년/6개월","비보장",2021-01-20,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-87-85-80-77/52(종가)",4,"3년/6개월","비보장",2021-01-20,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","85-85-85-80-80-75/45(종가)",3.1,"3년/6개월","비보장",2021-01-20,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","88-88-83-80-80-65(NO K.I)",3.2,"3년/6개월","비보장",2021-01-20,"미상환","파워스텝다운"
"원금비보장지수형","KOSPI200","95-95-90-90-85-85/55(종가)",3.4,"3년/6개월","비보장",2021-01-20,"미상환","스텝다운"
"원금비보장종목형","NAVER--SK하이닉스","88-88-85-85-80-65(NO K.I)",8,"3년/6개월","비보장",2021-01-15,"상환","파워스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","95-92-90-85-80-75/55(종가)",4.3,"3년/6개월","비보장",2021-01-15,"미상환","스텝다운"
"원금비보장종목형","삼성전자--KOSPI200","95-92-90-87-85-77/55(종가)",4.5,"3년/6개월","비보장",2021-01-15,"미상환","월지급식 스텝다운"
"원금비보장종목형","삼성전자--SK하이닉스--S&P500","95-90-87-87-85-80/52(종가),리자드배리어87%,82%",6.4,"3년/6개월","비보장",2021-01-15,"상환","멀티배리어리자드"
"원금비보장종목형","삼성전자--S&P500--EUROSTOXX50","92-90-90-87-87-82/55(종가)",5,"3년/6개월","비보장",2021-01-15,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-92-92-87-87-87-82-82-77/52(종가)",4.02,"3년/4개월","비보장",2021-01-15,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-87-85-80-75/48(종가)",4,"3년/6개월","비보장",2021-01-15,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--NIKKEI225","88-88-85-85-80-80/52(종가)",3.5,"3년/6개월","비보장",2021-01-15,"미상환","파워스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","92-90-85-80-75-65(NO K.I)",3.2,"3년/6개월","비보장",2021-01-15,"미상환","파워스텝다운"
"원금비보장지수형","KOSPI200","95-95-90-90-85-85/55(종가)",3,"3년/6개월","비보장",2021-01-15,"미상환","스텝다운"
"원금비보장종목형","삼성전자--KOSPI200","95-90-90-85-85-80/55(종가)",4.5,"3년/6개월","비보장",2021-01-13,"미상환","월지급식 스텝다운"
"원금비보장종목형","삼성전자--SK하이닉스--EUROSTOXX50","92-92-90-87-87-82/52(종가),리자드배리어87%,82%",6.1,"3년/6개월","비보장",2021-01-13,"미상환","멀티배리어리자드"
"원금비보장종목형","삼성전자--S&P500--EUROSTOXX50","92-87-87-82-82-77/50(종가)",5,"3년/6개월","비보장",2021-01-13,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-90-85-85-85-80-80-75/52(종가)",3.9,"3년/4개월","비보장",2021-01-13,"미상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","92-90-85-80-75-65(NO K.I)",3,"3년/6개월","비보장",2021-01-13,"미상환","파워스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-85-85-80-80/50(종가)",4,"3년/6개월","비보장",2021-01-13,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-90-85-85-80/50(종가)",3.8,"3년/6개월","비보장",2021-01-08,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","95-90-85-85-80-80/55(종가)",4.3,"3년/6개월","비보장",2021-01-08,"미상환","스텝다운"
"원금비보장종목형","삼성전자--HSCEI--S&P500","95-90-90-85-85-80/55(종가)",4.56,"3년/6개월","비보장",2021-01-08,"미상환","월지급식 스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-90-85-85-85-80-80-80/52(종가)",3.9,"3년/4개월","비보장",2021-01-08,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","87-87-87-82-82-82/48(종가)",3.3,"3년/6개월","비보장",2021-01-08,"미상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","90-90-85-85-80-65(NO K.I)",3.1,"3년/6개월","비보장",2021-01-08,"미상환","파워스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-85-85-80-80/48(종가)",4,"3년/6개월","비보장",2021-01-08,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-90-85-85-85/52(종가)",4.1,"3년/6개월","비보장",2020-12-31,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-85-85-80-80/55(종가)",4.6,"3년/6개월","비보장",2020-12-31,"상환","스텝다운"
"원금비보장종목형","삼성전자--HSCEI--S&P500","95-90-90-85-85-80/55(종가)",4.56,"3년/6개월","비보장",2020-12-31,"상환","월지급식 스텝다운"
"원금비보장종목형","삼성전자--SK하이닉스--S&P500","92-92-90-90-87-82/52(종가),리자드배리어87%,82%",6.6,"3년/6개월","비보장",2020-12-31,"상환","멀티배리어리자드"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","87-87-87-82-82-82/45(종가)",3.2,"3년/6개월","비보장",2020-12-31,"상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","92-90-85-85-80-65(NO K.I)",3.2,"3년/6개월","비보장",2020-12-31,"상환","파워스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-85-85-80-80/52(종가)",4.2,"3년/6개월","비보장",2020-12-31,"상환","스텝다운"
"원금비보장종목형","삼성전자--SK하이닉스--EUROSTOXX50","90-90-85-80-75-70/50(종가),부메랑배리어도달시70-70-70-70-70-70/50(종가)",7.3,"3년/6개월","비보장",2019-12-30,"상환","부메랑스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","87-87-87-82-82-82/45(종가)",3.4,"3년/6개월","비보장",2020-12-24,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-85-85-80-80/55(종가)",4.3,"3년/6개월","비보장",2020-12-24,"미상환","스텝다운"
"원금비보장종목형","삼성전자--HSCEI--S&P500","95-90-90-85-85-80/55(종가)",4.56,"3년/6개월","비보장",2020-12-24,"미상환","월지급식 스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","85-85-85-85-85-85/48(종가)",3.3,"3년/6개월","비보장",2020-12-24,"미상환","픽스드배리어"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-85-85-80-80-65(NO K.I)",3,"3년/6개월","비보장",2020-12-24,"미상환","파워스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-85-85-80-80/48(종가)",4,"3년/6개월","비보장",2020-12-24,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","85-85-85-85-85-85/45(종가)",3.5,"3년/6개월","비보장",2020-12-18,"상환","픽스드배리어"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-85-85-85-80/55(종가)",4,"3년/6개월","비보장",2020-12-18,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-90-85-80-65(NO K.I)",3.42,"3년/6개월","비보장",2020-12-18,"상환","월지급식 파워스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--S&P500","90-90-85-85-85-80/50(종가)",3.5,"3년/6개월","비보장",2020-12-18,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","85-85-85-85-85-85/55(종가)",3.5,"3년/6개월","비보장",2020-12-18,"상환","픽스드배리어"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","87-87-87-82-82-82/48(종가)",3.6,"3년/6개월","비보장",2020-12-18,"상환","스텝다운"
"원금비보장종목형","삼성전자--HSCEI--S&P500","95-90-90-85-85-80/55(종가)",4.5,"3년/6개월","비보장",2020-12-16,"상환","월지급식 스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--S&P500","90-90-85-85-80-65(NO K.I)",3.4,"3년/6개월","비보장",2020-12-16,"상환","파워스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-90-87-87-82/48(종가)",3.8,"3년/6개월","비보장",2020-12-16,"상환","스텝다운"
"원금비보장지수형","S&P500","95-95-90-90-85-85/65(종가)",3,"3년/6개월","비보장",2020-12-16,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-87-87-82-82/42(종가)",3.5,"3년/6개월","비보장",2020-12-11,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-90-85-85-80/50(종가)",4,"3년/6개월","비보장",2020-12-11,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-90-85-85-80/55(종가)",3.72,"3년/6개월","비보장",2020-12-11,"상환","월지급식 스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","92-90-90-87-82-80/52(종가)",3.6,"3년/6개월","비보장",2020-12-11,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","85-85-85-85-80-80/55(종가)",3.4,"3년/6개월","비보장",2020-12-11,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-90-87-82-80/48(종가)",4,"3년/6개월","비보장",2020-12-11,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-85-85-85-80/50(종가)",4,"3년/6개월","비보장",2020-12-09,"상환","스텝다운"
"원금비보장종목형","삼성전자--S&P500--EUROSTOXX50","95-90-90-85-85-65(NO K.I)",4.41,"3년/6개월","비보장",2020-12-09,"상환","월지급식 파워스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","85-85-85-85-85-85/55(종가)",3.6,"3년/6개월","비보장",2020-12-09,"상환","픽스드배리어"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","87-87-87-82-82-80/48(종가)",3.8,"3년/6개월","비보장",2020-12-09,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-85-85-85-80/40(종가)",3.5,"3년/6개월","비보장",2020-12-04,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-90-85-85-80/55(종가)",4.3,"3년/6개월","비보장",2020-12-04,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","95-90-90-85-85-65(NO K.I)",3.81,"3년/6개월","비보장",2020-12-04,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--S&P500","90-90-87-87-82-80/52(종가)",3.5,"3년/6개월","비보장",2020-12-04,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-87-82-80-62(NO K.I)",3.6,"3년/6개월","비보장",2020-12-04,"상환","파워스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-87-87-82-82/48(종가)",4,"3년/6개월","비보장",2020-12-04,"상환","스텝다운"
"원금비보장종목형","삼성전자--S&P500--EUROSTOXX50","95-90-90-85-85-80/55(종가)",5.22,"3년/6개월","비보장",2020-12-02,"상환","월지급식 스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","85-85-85-85-80-80/55(종가)",4,"3년/6개월","비보장",2020-12-02,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-90-87-82-80/48(종가)",4.2,"3년/6개월","비보장",2020-12-02,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-85-85-85-80/45(종가)",4,"3년/6개월","비보장",2020-12-02,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-90-85-85-80/50(종가)",4.6,"3년/6개월","비보장",2020-11-26,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","95-90-90-85-85-65(NO K.I)",4.3,"3년/6개월","비보장",2020-11-26,"상환","파워스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","85-85-85-85-85-85/55(종가)",4,"3년/6개월","비보장",2020-11-26,"상환","픽스드배리어"
"원금비보장지수형","KOSPI200--HSCEI--S&P500","92-90-90-87-82-80/52(종가)",4,"3년/6개월","비보장",2020-11-26,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-92-92-87-87-87-82-82-82/52(종가)",4.62,"3년/4개월","비보장",2020-11-26,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-90-85-85-80/45(종가)",4,"3년/6개월","비보장",2020-11-26,"상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","85-85-80-65(NO K.I)",4.5,"2년/6개월","비보장",2020-11-13,"상환","파워스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-90-85-85-80/55(종가)",6,"3년/6개월","비보장",2020-11-13,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","90-90-90-85-80-65(NO K.I)",4.2,"3년/6개월","비보장",2020-11-13,"상환","월지급식 파워스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-87-82-80-62(NO K.I)",4.5,"3년/6개월","비보장",2020-11-13,"상환","파워스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","85-85-85-85-80-80/50(종가)",4.6,"3년/6개월","비보장",2020-11-13,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-85-85-85-80-80/45(종가)",4.2,"3년/6개월","비보장",2020-11-13,"상환","스텝다운"
"원금비보장종목형","SK하이닉스--HSCEI--S&P500","92-90-87-87-82-80/52(종가),리자드배리어87%,82%",6,"3년/6개월","비보장",2020-11-13,"상환","멀티배리어리자드"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-90-85-85-80/50(종가)",4.7,"3년/6개월","비보장",2020-11-11,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","87-87-82-82-80-80/47(종가)",4.4,"3년/6개월","비보장",2020-11-11,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-85-85-85-80/45(종가)",4.2,"3년/6개월","비보장",2020-11-11,"미상환","스텝다운"
"원금비보장지수형","S&P500","85-85-85-85-80-65(NO K.I)",3,"3년/6개월","비보장",2020-11-11,"미상환","파워스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","80-80-80-80-80-80/55(종가)",4,"3년/6개월","비보장",2020-11-06,"미상환","픽스드배리어"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","85-85-85-85-80-65(NO K.I)",4.4,"3년/6개월","비보장",2020-11-06,"상환","파워스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","95-90-90-85-80-65(NO K.I)",4.02,"3년/6개월","비보장",2020-11-06,"상환","월지급식 파워스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","92-90-87-87-82-82/52(종가)",4.2,"3년/6개월","비보장",2020-11-06,"미상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","85-85-85-85-80-80/50(종가)",4.3,"3년/6개월","비보장",2020-11-06,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","85-85-85-85-85-85/45(종가)",4,"3년/6개월","비보장",2020-11-06,"상환","픽스드배리어"
"원금비보장종목형","삼성전자--SK하이닉스--EUROSTOXX50","92-90-90-87-82-80/52(종가),리자드배리어87%,82%",7,"3년/6개월","비보장",2020-11-06,"상환","멀티배리어리자드"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","95-90-90-85-85-80/55(종가)",4.2,"3년/6개월","비보장",2020-11-04,"상환","월지급식 스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","90-90-85-85-85-80/45(종가)",4.3,"3년/6개월","비보장",2020-11-04,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-87-82-80-62(NO K.I)",4.2,"3년/6개월","비보장",2020-11-04,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","87-87-82-82-80-80/47(종가)",4.1,"3년/6개월","비보장",2020-11-04,"상환","스텝다운"
"원금비보장종목형","삼성전자--S&P500--EUROSTOXX50","92-90-90-87-82-80/55(종가),리자드배리어87%,82%",5.1,"3년/6개월","비보장",2020-11-04,"상환","멀티배리어리자드"
"원금비보장종목형","삼성전자--SK하이닉스--EUROSTOXX50","92-90-87-87-82-80/52(종가),리자드배리어87%,82%",7.5,"3년/6개월","비보장",2020-11-04,"상환","멀티배리어리자드"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","80-80-80-80-80-80/55(종가)",4,"3년/6개월","비보장",2020-10-30,"상환","픽스드배리어"
"원금부분지급형","NETFLIX--삼성전자","조기상환:97-95-95-90, 만기상환:만기상환기준비율 90%부터 손실률 결정",12,"6개월/최초3개월이후(포함)1개월단위","부분지급",2020-10-30,"미상환","부분보장/조기상환형"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","92-90-90-87-82-80/52(종가)",4.5,"3년/6개월","비보장",2020-10-30,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","90-90-90-85-85-80/50(종가)",4,"3년/6개월","비보장",2020-10-30,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","85-85-85-85/50(종가)",4.1,"2년/6개월","비보장",2020-10-30,"상환","픽스드배리어"
"원금비보장지수형","S&P500","90-90-85-85-80-65(NO K.I)",3,"3년/6개월","비보장",2020-10-30,"상환","파워스텝다운"
"원금비보장종목형","삼성전자--S&P500--EUROSTOXX50","95-90-85-85-80-80/55(종가),리자드배리어85%,80%",5.5,"3년/6개월","비보장",2020-10-30,"상환","멀티배리어리자드"
"원금비보장종목형","삼성전자--SK하이닉스--EUROSTOXX50","92-90-90-87-82-80/52(종가),리자드배리어87%,82%",7.7,"3년/6개월","비보장",2020-10-30,"상환","멀티배리어리자드"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-90-85-80-65(NO K.I)",4.2,"3년/6개월","비보장",2020-10-28,"미상환","월지급식 파워스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","87-87-82-82-80-80/47(종가)",4,"3년/6개월","비보장",2020-10-28,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500","92-92-87-87-82-82/52(종가)",4.2,"3년/6개월","비보장",2020-10-28,"미상환","스텝다운"
"원금비보장종목형","SK하이닉스--HSCEI--S&P500","90-90-85-85-80-80/50(종가),리자드배리어85%,80%",6,"3년/6개월","비보장",2020-10-28,"미상환","멀티배리어리자드"
"원금비보장종목형","삼성전자--S&P500--EUROSTOXX50","92-92-90-87-82-80/55(종가),리자드배리어87%,82%",5.4,"3년/6개월","비보장",2020-10-28,"미상환","멀티배리어리자드"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","87-87-82-82-80-62(NO K.I)",4,"3년/6개월","비보장",2020-10-23,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","85-85-85-85-80-80/50(종가)",4.1,"3년/6개월","비보장",2020-10-23,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-90-87-82-80/47(종가)",4.3,"3년/6개월","비보장",2020-10-23,"상환","스텝다운"
"원금비보장지수형","HSCEI--S&P500--EUROSTOXX50","92-90-87-82-80-62(NO K.I)",4,"3년/6개월","비보장",2020-10-23,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-90-85-85-85-80-80-80/50(종가)",4.05,"3년/4개월","비보장",2020-10-23,"상환","스텝다운"
"원금비보장종목형","삼성전자--HSCEI--S&P500","92-90-90-87-82-80/52(종가),리자드배리어87%,82%",5.3,"3년/6개월","비보장",2020-10-23,"상환","멀티배리어리자드"
"원금비보장종목형","삼성전자--SK하이닉스--EUROSTOXX50","92-90-90-87-82-80/52(종가),리자드배리어87%,82%",8,"3년/6개월","비보장",2020-10-23,"상환","멀티배리어리자드"
