"category","products","law","profit","due","bools","date","bools2_list","structure"
"원금비보장지수형","HSI--EUROSTOXX50","85-85-80-80-75-75/50(종가)",8,"3년/6개월","비보장",2016-02-26,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500","90-90-85-85-80-80/50(종가)",6.3,"3년/6개월","비보장",2016-02-26,"상환","스텝다운"
"원금비보장지수형","KOSPI200","95-95-90-90-85-85/55(종가)",4.2,"3년/6개월","비보장",2016-02-26,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",7,"3년/6개월","비보장",2016-02-26,"상환","2in1"
"원금지급형","KOSPI200","85-100 (PR 35%),100-115 (PR 35%)",5.25,"1년/","지급",2016-02-24,"상환","양방향넉아웃"
"원금비보장지수형","HSI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",7.2,"3년/6개월","비보장",2016-02-24,"상환","월지급식"
"원금비보장지수형","HSI--S&P500--EUROSTOXX50","90-90-85-85-80-80/55(종가)",10.5,"3년/6개월","비보장",2016-02-24,"상환","스텝다운"
"원금비보장지수형","HSI--S&P500--EUROSTOXX50","90-90-85-85-80-80/35(종가)",5.3,"3년/6개월","비보장",2016-02-24,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","90-90-85-80-75-55(NO K.I)",8,"3년/6개월","비보장",2016-02-24,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-85-85-80-75/45(종가)",7.5,"3년/6개월","비보장",2016-02-24,"상환","스텝다운"
"원금비보장지수형","HSI--S&P500--EUROSTOXX50","85(1차,6개월),85(2차~19차,매월),80(20차~25차,매월),75(26차~31차,매월)/55(종가)",7.5,"3년/6-1개월","비보장",2016-02-24,"상환","스피드스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","95-95-90-90-85-85/55(종가)",8,"3년/6개월","비보장",2016-02-24,"미상환","2in1"
"원금비보장지수형","KOSPI200--HSI","90-90-85-80-75-70/55(종가)",7.5,"3년/6개월","비보장",2016-02-24,"상환","스텝다운"
"원금비보장지수형","HSI--S&P500--EUROSTOXX50","85-85-80-80-75-75/50(종가)",8,"3년/6개월","비보장",2016-02-22,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","80-80-80-80-80-80/55(종가)",6,"3년/6개월","비보장",2016-02-22,"상환","Fixed"
"원금비보장지수형","HSI--EUROSTOXX50","90-90-85-80-75-70/55(종가)",8.5,"3년/6개월","비보장",2016-02-22,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI","88-88-83-83-78-55(NO K.I)",4.4,"3년/6개월","비보장",2016-02-22,"상환","파워스텝다운"
"원금지급형","KOSPI200","100-115(PR 30%)",5,"1년/","지급",2016-02-19,"상환","상승넉아웃"
"원금비보장지수형","HSI--S&P500--EUROSTOXX50","95-95-90-90-85-85/55(종가)",7.38,"3년/6개월","비보장",2016-02-19,"상환","월지급식"
"원금비보장지수형","HSI--S&P500--EUROSTOXX50","75-75-75-75-75-75/55(종가)",5,"3년/6개월","비보장",2016-02-19,"상환","Fixed"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","85-85-80-80-75-75/45(종가)",6.6,"3년/6개월","비보장",2016-02-19,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","88-88-83-83-78-78/50(종가)",7.4,"3년/6개월","비보장",2016-02-19,"상환","스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","85-85-85-80-80-80/50(종가)",7,"3년/6개월","비보장",2016-02-19,"상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","90-90-85-80-75-55(NO K.I)",6,"3년/6개월","비보장",2016-02-19,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--HSI","85-85-85-85-85-85/50(종가)",5.3,"3년/6개월","비보장",2016-02-19,"상환","Fixed"
"원금지급형","KOSPI200","85-100 (PR 40%),100-115 (PR 40%)",6,"1년/","지급",2016-02-17,"미상환","양방향넉아웃"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","95-95-90-90-85-85/55(종가)",7.8,"3년/6개월","비보장",2016-02-17,"상환","월지급식"
"원금비보장지수형","HSI--S&P500--EUROSTOXX50","85(1차,6개월),85(2차~19차,매월),80(20차~25차,매월),75(26차~31차,매월)/55(종가)",6.9,"3년/6-1개월","비보장",2016-02-17,"상환","스피드스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","90-90-85-85-80-75/55(종가)",8.7,"3년/6개월","비보장",2016-02-17,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","85-85-85-80-80-60(NO K.I)",6,"3년/6개월","비보장",2016-02-17,"상환","파워스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","90-90-85-85-80-80/40(종가)",5,"3년/6개월","비보장",2016-02-17,"상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","85-85-85-85-85-85/55(종가)",6.5,"3년/6개월","비보장",2016-02-17,"상환","Fixed"
"원금비보장지수형","KOSPI200--HSI","90-90-85-85-80-80/50(종가)",6.4,"3년/6개월","비보장",2016-02-17,"상환","스텝다운"
"원금비보장지수형","HSI--S&P500--EUROSTOXX50","95-95-90-90-85-85/55(종가)",8.52,"3년/6개월","비보장",2016-02-15,"상환","월지급식"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-85-85-80-80/50(종가)",8.2,"3년/6개월","비보장",2016-02-15,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","85-85-85-80-80-60(NO K.I)",6.2,"3년/6개월","비보장",2016-02-15,"상환","파워스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","85-85-85-85-85-85/55(종가)",6.6,"3년/6개월","비보장",2016-02-15,"상환","Fixed"
"원금비보장지수형","HSI--S&P500--EUROSTOXX50","90-90-85-85-80-55(NO K.I)",7.35,"3년/6개월","비보장",2016-02-11,"상환","파워월지급식"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","85-85-85-80-80-80/50(종가)",7.3,"3년/6개월","비보장",2016-02-11,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--S&P500","85-85-80-80-75-55(NO K.I)",6.5,"3년/6개월","비보장",2016-02-11,"상환","파워스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","85-85-85-80-80-55(NO K.I)",5.2,"3년/6개월","비보장",2016-02-11,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--HSI","90-90-85-85-80-70/55(종가)",6.8,"3년/6개월","비보장",2016-02-11,"미상환","스텝다운"
"원금지급형","KOSPI200","85-100 (PR 40%),100-115 (PR 40%)",6,"1년/","지급",2016-02-05,"상환","양방향넉아웃"
"원금비보장지수형","HSI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",8.28,"3년/6개월","비보장",2016-02-05,"상환","월지급식"
"원금비보장지수형","HSI--S&P500--EUROSTOXX50","90-90-85-85-80-80/55(종가)",10.5,"3년/6개월","비보장",2016-02-05,"상환","스텝다운"
"원금비보장지수형","HSI--S&P500--EUROSTOXX50","75-75-75-75-75-75/55(종가)",6,"3년/6개월","비보장",2016-02-05,"상환","Fixed"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-85-85-80-80/35(종가)",5.5,"3년/6개월","비보장",2016-02-05,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","90-90-85-85-80-80/50(종가)",9,"3년/6개월","비보장",2016-02-05,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","85-85-85-80-80-60(NO K.I)",6.3,"3년/6개월","비보장",2016-02-05,"상환","파워스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","90-90-85-85-80-80/40(종가)",6,"3년/6개월","비보장",2016-02-05,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI","90-90-85-85-80-80/50(종가)",7.2,"3년/6개월","비보장",2016-02-05,"상환","스텝다운"
"원금비보장지수형","KOSPI200","95-95-90-90-85-85/55(종가)",4.3,"3년/6개월","비보장",2016-02-05,"상환","스텝다운"
"원금비보장지수형","HSI--S&P500--EUROSTOXX50","85(1차,6개월),85(2차~13차,매월),80(14차~25차,매월),75(26차~31차,매월)/55(종가)",7.8,"3년/6-1개월","비보장",2016-02-05,"상환","스피드스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",8.4,"3년/6개월","비보장",2016-02-05,"상환","2in1"
"원금지급형","KOSPI200","100-115(PR 40%)",6.5,"1년/","지급",2016-02-03,"상환","상승넉아웃"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","95-95-90-90-85-55(NO K.I)",7.5,"3년/6개월","비보장",2016-02-03,"상환","파워월지급식"
"원금비보장지수형","HSI--S&P500--EUROSTOXX50","80-80-80-75-75-75/50(종가)",8.2,"3년/6개월","비보장",2016-02-03,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-85-85-80-80/50(종가)",9.5,"3년/6개월","비보장",2016-02-03,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--S&P500","88-88-83-83-78-78/50(종가)",8.8,"3년/6개월","비보장",2016-02-03,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","85-85-80-80-75-75/45(종가)",8,"3년/6개월","비보장",2016-02-03,"상환","스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","80-80-80-75-75-75/50(종가)",7,"3년/6개월","비보장",2016-02-03,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500","90-90-85-85-80-80/50(종가)",7,"3년/6개월","비보장",2016-02-03,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI","85-85-80-80-75-75/55(종가)",5.7,"3년/6개월","비보장",2016-02-03,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--S&P500","85(1차,6개월),85(2차~13차,매월),80(14차~25차,매월),75(26차~31차,매월)/55(종가)",7.5,"3년/6-1개월","비보장",2016-02-03,"상환","스피드스텝다운"
"원금비보장지수형","KOSPI200--EUROSTOXX50","95-95-90-90-85-85/55(종가)",6,"3년/6개월","비보장",2016-02-03,"상환","2in1"
"원금비보장지수형","HSI--S&P500--EUROSTOXX50","90-90-87-87-85-85/37(종가)",8,"3년/6개월","비보장",2016-02-01,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-85-85-80-75/45(종가)",7.4,"3년/6개월","비보장",2016-02-01,"상환","스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","90-90-85-85-80-75/50(종가)",8.4,"3년/6개월","비보장",2016-02-01,"상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","80-80-80-80-80-80/55(종가)",5,"3년/6개월","비보장",2016-02-01,"상환","Fixed"
"원금비보장지수형","KOSPI200--HSI","85-85-85-80-80-75/50(종가)",6.4,"3년/6개월","비보장",2016-02-01,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI","90-90-85-85-80-75/50(종가)",7,"3년/6개월","비보장",2016-01-29,"상환","스텝다운"
"원금지급형","KOSPI200","100-112(PR 45%)",6.4,"1년/","지급",2016-01-29,"상환","상승넉아웃"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","95-95-90-90-85-85/55(종가)",6.9,"3년/6개월","비보장",2016-01-29,"상환","월지급식"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","90-90-85-85-80-55(NO K.I)",8,"3년/6개월","비보장",2016-01-29,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","88-88-83-83-80-80/40(종가)",6.3,"3년/6개월","비보장",2016-01-29,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","90-90-85-85-80-80/55(종가)",10,"3년/6개월","비보장",2016-01-29,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","90-90-85-85-80-80/35(종가)",6,"3년/6개월","비보장",2016-01-29,"상환","스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","85-85-85-80-80-75/50(종가)",7.1,"3년/6개월","비보장",2016-01-29,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500","85-85-85-80-80-75/55(종가)",6,"3년/6개월","비보장",2016-01-29,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","85(1차,6개월),85(2차~13차,매월),80(14차~25차,매월),75(26차~31차,매월)/55(종가)",6.3,"3년/6-1개월","비보장",2016-01-29,"미상환","스피드스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","93-93-88-88-83-83/55(종가)",7.5,"3년/6개월","비보장",2016-01-29,"미상환","2in1"
"원금지급형","KOSPI200","85-100 (PR 45%),100-115 (PR 45%)",6.75,"1년/","지급",2016-01-27,"상환","양방향넉아웃"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",7.5,"3년/6개월","비보장",2016-01-27,"상환","월지급식"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","90-90-90-85-80-75/50(종가)",8.8,"3년/6개월","비보장",2016-01-27,"미상환","스텝다운"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","90-90-85-85-80-80/55(종가)",10,"3년/6개월","비보장",2016-01-27,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","90-90-85-85-80-80/50(종가)",9,"3년/6개월","비보장",2016-01-27,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-85-85-80-80/35(종가)",5.5,"3년/6개월","비보장",2016-01-27,"상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","83-83-80-80-75-55(NO K.I)",5,"3년/6개월","비보장",2016-01-27,"상환","파워스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","85-85-80-80-75-75/55(종가)",8,"3년/6개월","비보장",2016-01-27,"상환","스텝다운"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","85(1차,6개월),85(2차~19차,매월),80(20차~25차,매월),75(26차~31차,매월)/55(종가)",8.1,"3년/6-1개월","비보장",2016-01-27,"상환","스피드스텝다운"
"원금비보장지수형","KOSPI200--S&P500","95-95-90-90-85-85/55(종가)",5,"3년/6개월","비보장",2016-01-27,"상환","2in1"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","90-90-87-87-85-85/37(종가)",8,"3년/6개월","비보장",2016-01-25,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-85-85-80-55(NO K.I)",6.2,"3년/6개월","비보장",2016-01-25,"상환","파워스텝다운"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","78-78-73-73-70-70/53(종가)",4.6,"3년/6개월","비보장",2016-01-25,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","88-88-83-83-80-55(NO K.I)",6,"3년/6개월","비보장",2016-01-25,"상환","파워스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","85-85-80-80-75-55(NO K.I)",5.2,"3년/6개월","비보장",2016-01-25,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--S&P500","87-87-82-82-77-55(NO K.I)",4,"3년/6개월","비보장",2016-01-25,"상환","파워스텝다운"
"원금지급형","KOSPI200","100-112(PR 40%)",5.8,"1년/","지급",2016-01-22,"상환","상승넉아웃"
"원금비보장지수형","HSI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",8.04,"3년/6개월","비보장",2016-01-22,"상환","월지급식"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","92-92-87-87-82-82/55(종가)",11,"3년/6개월","비보장",2016-01-22,"상환","스텝다운"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","85-85-80-80-75-75/50(종가)",7,"3년/6개월","비보장",2016-01-22,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","90-90-85-85-80-80/35(종가)",4.4,"3년/6개월","비보장",2016-01-22,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","85-85-85-80-80-80/55(종가)",6.8,"3년/6개월","비보장",2016-01-22,"상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","85-85-85-85-85-85/55(종가)",7,"3년/6개월","비보장",2016-01-22,"상환","Fixed"
"원금비보장지수형","HSI--EUROSTOXX50","90(1차,6개월)-85(2차~13차,매월)-80(14차~25차,매월)-75(26차~31차)/55(종가)",7.8,"3년/6-1개월","비보장",2016-01-22,"상환","스피드스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","90-90-85-85-80-80/40(종가)",6.4,"3년/6개월","비보장",2016-01-22,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI","85-85-85-80-80-80/55(종가)",6,"3년/6개월","비보장",2016-01-22,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500","90-90-85-85-80-80/50(종가)",5.5,"3년/6개월","비보장",2016-01-22,"상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","95-95-90-90-85-85/55(종가)",7.5,"3년/6개월","비보장",2016-01-22,"상환","2in1"
"원금지급형","KOSPI200","85-100 (PR 50%),100-115 (PR 50%)",7.5,"1년/","지급",2016-01-20,"상환","양방향넉아웃"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",6.6,"3년/6개월","비보장",2016-01-20,"미상환","월지급식"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","85-85-80-80-75-75/35(종가)",4.5,"3년/6개월","비보장",2016-01-20,"상환","스텝다운"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","85-85-85-80-80-80-75-75-75/45(종가)",5.4,"3년/4개월","비보장",2016-01-20,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","80-80-80-80-80-55(NO K.I)",4.2,"3년/6개월","비보장",2016-01-20,"상환","파워스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","90-90-85-85-80-80/55(종가)",8.7,"3년/6개월","비보장",2016-01-20,"상환","스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","90-90-90-85-85-85-80-80-80/55(종가)",7.8,"3년/4개월","비보장",2016-01-20,"상환","스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","80-80-80-80-80-80/55(종가)",5,"3년/6개월","비보장",2016-01-20,"상환","Fixed"
"원금비보장지수형","S&P500--EUROSTOXX50","90-90-85-80-75-70/55(종가)",7,"3년/6개월","비보장",2016-01-20,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500","88-88-83-83-80-80/55(종가)",6,"3년/6개월","비보장",2016-01-20,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI","90-90-85-85-80-80/50(종가)",6.4,"3년/6개월","비보장",2016-01-20,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","95-95-90-90-85-60(NO K.I)",7.2,"3년/6개월","비보장",2016-01-18,"상환","파워월지급식"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","80-80-80-80-80-80/55(종가)",6,"3년/6개월","비보장",2016-01-18,"상환","Fixed"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","85-85-85-80-80-60(NO K.I)",6.5,"3년/6개월","비보장",2016-01-18,"상환","파워스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","90-90-85-80-75-70/55(종가)",8.7,"3년/6개월","비보장",2016-01-18,"상환","스텝다운"
"원금비보장지수형","KOSPI200--EUROSTOXX50","95-95-90-90-85-85/55(종가)",5.5,"3년/6개월","비보장",2016-01-18,"상환","2in1"
"원금비보장지수형","KOSPI200","95-95-90-90-85-85/60(종가)",4.5,"3년/6개월","비보장",2016-01-18,"상환","스텝다운"
"원금지급형","KOSPI200","100-112(PR 40%)",5.8,"1년/","지급",2016-01-15,"상환","상승넉아웃"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","95-95-90-90-85-85/50(종가)",6.3,"3년/6개월","비보장",2016-01-15,"상환","월지급식"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",10.2,"3년/6개월","비보장",2016-01-15,"상환","스텝다운"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","87-87-87-85-85-85/50(종가)",8.6,"3년/6개월","비보장",2016-01-15,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-85-85-80-80/35(종가)",4,"3년/6개월","비보장",2016-01-15,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","90-90-85-85-80-80/50(종가)",7,"3년/6개월","비보장",2016-01-15,"상환","스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","85-85-85-85-85-85/55(종가)",6.2,"3년/6개월","비보장",2016-01-15,"상환","Fixed"
"원금비보장지수형","KOSPI200--S&P500","90-90-85-85-80-80/55(종가)",5.4,"3년/6개월","비보장",2016-01-15,"상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","95-95-90-90-85-85/55(종가)",6.8,"3년/6개월","비보장",2016-01-15,"상환","2in1"
"원금비보장지수형","S&P500","95-95-90-90-85-85/55(종가)",5,"3년/6개월","비보장",2016-01-15,"상환","스텝다운"
"원금지급형","KOSPI200","85-100 (PR 40%),100-115 (PR 40%)",6,"1년/","지급",2016-01-13,"상환","양방향넉아웃"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","80-80-80-80-80-80/55(종가)",4,"3년/6개월","비보장",2016-01-13,"상환","Fixed"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-85-85-80-80/40(종가)",4.6,"3년/6개월","비보장",2016-01-13,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","85-85-85-85-85-85/55(종가)",6.8,"3년/6개월","비보장",2016-01-13,"상환","Fixed"
"원금비보장지수형","S&P500--EUROSTOXX50","90-90-85-80-75-60(NO K.I)",6,"3년/6개월","비보장",2016-01-13,"상환","파워스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","92-92-87-87-82-82/55(종가)",8.2,"3년/6개월","비보장",2016-01-13,"상환","스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","90-90-85-85-80-60(NO K.I)",6,"3년/6개월","비보장",2016-01-13,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--HSI","90-90-90-85-85-85/55(종가)",5,"3년/6개월","비보장",2016-01-13,"상환","스텝다운"
"원금비보장지수형","KOSPI200","93-93-90-90-82-82/58(종가)",3,"3년/6개월","비보장",2016-01-13,"상환","스텝다운"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","85-85-85-85-85-60(NO K.I)",6.2,"3년/6개월","비보장",2016-01-11,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","90-90-90-85-85-85/40(종가)",5,"3년/6개월","비보장",2016-01-11,"상환","스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",8.4,"3년/6개월","비보장",2016-01-11,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500","92-92-87-87-82-60(NO K.I)",4.8,"3년/6개월","비보장",2016-01-11,"상환","파워스텝다운"
"원금지급형","KOSPI200","100-112(PR 40%)",5.8,"1년/","지급",2016-01-08,"상환","상승넉아웃"
"원금비보장지수형","HSI--EUROSTOXX50","95-95-90-90-85-85/60(종가)",7.8,"3년/6개월","비보장",2016-01-08,"상환","월지급식"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","90(1차,6개월),85(2차~19차,매월),80(20차~31차,매월)/55(종가)",6.6,"3년/6-1개월","비보장",2016-01-08,"상환","스피드스텝다운"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","92-92-87-87-82-82/35(종가)",5,"3년/6개월","비보장",2016-01-08,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","90-90-85-85-80-80/50(종가)",7.2,"3년/6개월","비보장",2016-01-08,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","90-90-85-85-80-80/55(종가)",8.2,"3년/6개월","비보장",2016-01-08,"상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","85-85-85-85-85-85/55(종가)",6.8,"3년/6개월","비보장",2016-01-08,"상환","Fixed"
"원금비보장지수형","KOSPI200--S&P500","88-88-88-83-83-83/53(종가)",5,"3년/6개월","비보장",2016-01-08,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI","85-85-85-85-85-85/55(종가)",4,"3년/6개월","비보장",2016-01-08,"상환","Fixed"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",8.4,"3년/6개월","비보장",2016-01-06,"상환","월지급식"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","92-92-87-87-82-82/52(종가)",9,"3년/6개월","비보장",2016-01-06,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","85-85-85-85-85-85/55(종가)",6.7,"3년/6개월","비보장",2016-01-06,"상환","Fixed"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","90-90-85-85-80-80/50(종가)",7.4,"3년/6개월","비보장",2016-01-06,"상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","90-90-90-85-85-85/52(종가)",7.6,"3년/6개월","비보장",2016-01-06,"상환","스텝다운"
"원금비보장지수형","HSI--EUROSTOXX50","90-90-85-85-80-60(NO K.I)",6,"3년/6개월","비보장",2016-01-06,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--HSI","92-92-87-87-82-82/52(종가)",5.3,"3년/6개월","비보장",2016-01-06,"상환","스텝다운"
"원금비보장지수형","KOSPI200","95-95-90-90-85-85/60(종가)",4,"3년/6개월","비보장",2016-01-06,"상환","스텝다운"
"원금지급형","KOSPI200","85-100 (PR 40%),100-115 (PR 40%)",6,"1년/","지급",2015-12-31,"상환","양방향넉아웃"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","100-95-90-90-85-55(NO K.I)",6.36,"3년/6개월","비보장",2015-12-31,"상환","파워월지급식"
"원금비보장지수형","KOSPI200--S&P500--EUROSTOXX50","88-88-83-83-78-78/53(종가)",6.8,"3년/6개월","비보장",2015-12-31,"상환","스텝다운"
"원금비보장지수형","S&P500--HSI--EUROSTOXX50","85-85-85-85-85-85/55(종가)",7.6,"3년/6개월","비보장",2015-12-31,"상환","Fixed"
"원금비보장지수형","KOSPI200--S&P500--HSI","90-90-85-85-80-80/45(종가)",5.4,"3년/6개월","비보장",2015-12-31,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","90-90-85-85-80-80/55(종가)",8.2,"3년/6개월","비보장",2015-12-31,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI--EUROSTOXX50","92-92-87-87-82-82/35(종가)",4.1,"3년/6개월","비보장",2015-12-31,"상환","스텝다운"
"원금비보장지수형","S&P500--HSI","90-90-85-85-80-60(NO K.I)",5.2,"3년/6개월","비보장",2015-12-31,"상환","파워스텝다운"
"원금비보장지수형","S&P500--HSI","90-90-85-85-80-80/50(종가)",6.5,"3년/6개월","비보장",2015-12-31,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSI","90-90-90-85-85-80/50(종가)",4.5,"3년/6개월","비보장",2015-12-31,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500","90-90-85-85-80-80/55(종가)",5.4,"3년/6개월","비보장",2015-12-31,"상환","스텝다운"
