Symbol,Name,Industry,IndustryCode
AE,Adams Resources & Energy Inc,오일 및 가스,501020.0
IAF,Aberdeen Australia Equity Closed Fund,다양한 금융서비스,555010.0
CEI,Camber Energy Inc,오일 및 가스,501020.0
PCG PR A,Pacific Gas and Electric 6% 1st Pref Shs,전기 유틸리티,591010.0
BCV,Bancroft Closed Fund,다양한 금융서비스,555010.0
GORO,Gold Resource Corp,메탈&마이닝,512010.0
PTK,PTK Acquisition Corp.,기타 금융업,556010.0
ADRT,Ault Disruptive Technologies Corp,기타 금융업,556010.0
ERH,Allspring Utilities And High Income Mutual Fund,다양한 금융서비스,555010.0
OZ,Belpointe PREP Units Class A,투자은행 및 서비스,551020.0
INTT,inTest Corp,"건설장비 및 대형차, 기차, 배",521020.0
HNW,Pioneer Diversified High Income Fund Inc,다양한 금융서비스,555010.0
ACU,Acme United Corp,전문 및 상업 서비스,522030.0
PTK.U,PTK Acquisition Corp. Unit,기타 금융업,556010.0
CHFW,Consonance-HFW Acquisition Corp Class A,기타 금융업,556010.0
ADRA.U,Adara Acquisition Units,기타 금융업,556010.0
AMPE,Ampio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020.0
BMTX,Bm Technologies Inc Class A,핀테크,573010.0
ATNM,Actinium Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020.0
BTTR,Better Choice Company Inc,식품 및 담배,541020.0
ELA,Envela Corp,전문품 상점,534030.0
PED,PEDEVCO Corp,오일 및 가스,501020.0
ACY,AeroCentury Corp,은행,551010.0
ZDGE,Zedge Inc Class B,소프트웨어 및 IT서비스,572010.0
ITRG,Integra Resources Corp,메탈&마이닝,512010.0
GLU,Gabelli Global Utility and Income Closed Fund,다양한 금융서비스,555010.0
ISDR,Issuer Direct Corp,소프트웨어 및 IT서비스,572010.0
ELMD,Electromed Inc,헬스케어 장비 및 용품,561010.0
ADRT.U,Ault Disruptive Technologies Units,기타 금융업,556010.0
AREN,Arena Group Holdings Inc,소프트웨어 및 IT서비스,572010.0
TRX,Tanzanian Gold Corp,메탈&마이닝,512010.0
RCOR,Renovacor Inc,생명과학 및 메디컬 리서치,562020.0
GPL,Great Panther Mining Ltd,메탈&마이닝,512010.0
VGZ,Vista Gold Corp,메탈&마이닝,512010.0
DIT,AMCON Distributing Co,식품 및 담배,541020.0
LODE,Comstock Mining Inc,부동산 운영 관리,601010.0
PTN,Palatin Technologies Inc,생명과학 및 메디컬 리서치,562020.0
GGN PR B,GAMCO Global Gold Natural Resources and Income 5.00% Cumulative Pref Shs Series,다양한 금융서비스,555010.0
CEV,Eaton Vance California Municipal Income Closed Fund,다양한 금융서비스,555010.0
EMAN,eMagin Corp,반도체 및 반도체 장비,571010.0
FURY,Fury Gold Mines Ltd,메탈&마이닝,512010.0
GLV,Clough Global Dividend and Income Fund,다양한 금융서비스,555010.0
MLSS,Milestone Scientific Inc,헬스케어 장비 및 용품,561010.0
BGI,Birks Group Inc Class A,섬유 및 의류,532020.0
IBIO,Ibio Inc,제약,562010.0
ASM,Avino Silver & Gold Mines Ltd,메탈&마이닝,512010.0
UAVS,Ageagle Aerial Systems Inc,우주항공 및 국방,521010.0
NILE,Bitnile Holdings Inc,핀테크,573010.0
CMT,Core Molding Technologies Inc,용기 및 포장,513020.0
NBW,Neuberger Berman California Municipal Fund Inc,다양한 금융서비스,555010.0
BRG PR D,Bluerock Residential Growth REIT Pref Shs Series D,주택 및 상업용 리츠,601020.0
ID,PARTS iD Inc Class A,전문품 상점,534030.0
TPHS,Trinity Place Holdings Inc,부동산 운영 관리,601010.0
WBEV,Winc Inc,음료,541010.0
VOLT,Volt Information Sciences Inc,전문 및 상업 서비스,522030.0
AUMN,Golden Minerals Co,메탈&마이닝,512010.0
WWR,Westwater Resources Inc,메탈&마이닝,512010.0
FRD,Friedman Industries Inc,메탈&마이닝,512010.0
VCF,Delaware Investments Colorado Municipal Income Closed Fund,다양한 금융서비스,555010.0
NTIP,Network-1 Technologies Inc,미디어 및 출판,533020.0
AINC,Ashford Inc,투자은행 및 서비스,551020.0
FCO,Aberdeen Global Income Closed Fund,다양한 금융서비스,555010.0
JOB,GEE Group Inc,전문 및 상업 서비스,522030.0
APT,Alpha Pro Tech Ltd,헬스케어 장비 및 용품,561010.0
NBO,Neuberger Berman New York Municipal Fund Inc,다양한 금융서비스,555010.0
VFL,Delaware Inv National Municipal Income Closed Fund,다양한 금융서비스,555010.0
LOV,Spark Networks SE ADR,소프트웨어 및 IT서비스,572010.0
BRG PR C,Bluerock Residential Growth REIT 7.625 Cumulative Redeemable Pref Shs Series C,주택 및 상업용 리츠,601020.0
VINE,Fresh Vine Wine Inc,음료,541010.0
PHGE,Biomx Inc,생명과학 및 메디컬 리서치,562020.0
LSF,Laird Superfood Inc,식품 및 담배,541020.0
OPTT,Ocean Power Technologies Inc,재생에너지,502010.0
IOR,Income Opportunity Realty Investors Inc,부동산 운영 관리,601010.0
LGL,LGL Group Inc,"건설장비 및 대형차, 기차, 배",521020.0
BTN,Ballantyne Strong Inc,미디어 및 출판,533020.0
XTNT,Xtant Medical Holdings Inc,헬스케어 장비 및 용품,561010.0
PLYM PR A,Plymouth Industrial REIT 7 5 Cumulative Redeemable Pref Shs Series A,주택 및 상업용 리츠,601020.0
BDL,Flanigan's Enterprises Inc,호텔 및 엔터테인먼트,533010.0
INUV,Inuvo Inc,소프트웨어 및 IT서비스,572010.0
ISR,IsoRay Inc,헬스케어 장비 및 용품,561010.0
MYO,Myomo Inc,헬스케어 장비 및 용품,561010.0
OGCP,Empire State Realty Operating Partnership Units Series 60,주택 및 상업용 리츠,601020.0
GLU PR B,The Gabelli Global Utility Income Cumulative Pref Shs Series B,다양한 금융서비스,555010.0
IGC,India Globalization Capital Inc,전문 및 상업 서비스,522030.0
AAU,Almaden Minerals Ltd,메탈&마이닝,512010.0
GLU PR A,Gabelli Global Utility and Income Cumulative Puttable and Callable Pref Shs,다양한 금융서비스,555010.0
SNMP,Evolve Transition Infrastructure LP Units Class B,오일 및 가스 장비 및 서비스,501030.0
PCG PR D,Pacific Gas and Electric 5% 1st Redeemable Pref Shs,전기 유틸리티,591010.0
OGEN,Oragenics Inc,생명과학 및 메디컬 리서치,562020.0
YCBD,cbdMD Inc,제약,562010.0
UAMY,United States Antimony Corp,메탈&마이닝,512010.0
SACH PR A,Sachem Capital 7 75 Cumulative Redeemable Pref Shs Series A,은행,551010.0
FSI,Flexible Solutions International Inc,화학,511010.0
WTT,Wireless Telecom Group Inc,"건설장비 및 대형차, 기차, 배",521020.0
PLX,Protalix Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020.0
AIM,AIM ImmunoTech Inc,생명과학 및 메디컬 리서치,562020.0
HWM PR,Howmet Aerospace Pref Shs,우주항공 및 국방,521010.0
GRF,Eagle Capital Growth Fund,다양한 금융서비스,555010.0
BKTI,BK Technologies Corp,커뮤니케이션 및 네트워킹,571020.0
WLMS,Williams Industrial Services Group Inc,건설 및 엔지니어링,522010.0
FTNW,FTE Networks Inc,건설 및 엔지니어링,522010.0
SIF,SIFCO Industries Inc,메탈&마이닝,512010.0
AAMC,Altisource Asset Management Corp,부동산 운영 관리,601010.0
WYY,WidePoint Corp,소프트웨어 및 IT서비스,572010.0
ESP,Espey MFG and Electronics Corp,"건설장비 및 대형차, 기차, 배",521020.0
TKAT,Takung Art Co Ltd,소프트웨어 및 IT서비스,572010.0
INDO,Indonesia Energy Corp Ltd,오일 및 가스,501020.0
SVT,Servotronics Inc,"건설장비 및 대형차, 기차, 배",521020.0
SYN,Synthetic Biologics Inc,생명과학 및 메디컬 리서치,562020.0
PCG PR B,Pacific Gas and Electric 5.5% 1st Pref Shs,전기 유틸리티,591010.0
XPL,Solitario Zinc Corp,메탈&마이닝,512010.0
IHT,InnSuites Hospitality Trust,주택 및 상업용 리츠,601020.0
PHGE.U,BiomX Units,생명과학 및 메디컬 리서치,562020.0
ECF PR A,Ellsworth Growth and Income 5.25 Cumulative Pref Shs Series A,다양한 금융서비스,555010.0
DSS,DSS Inc,용기 및 포장,513020.0
BCV PR A,Bancroft 5.375 Cumulative Pref Shs Series A,다양한 금융서비스,555010.0
PLAG,Planet Green Holdings Corp,식품 및 담배,541020.0
PZG,Paramount Gold Nevada Corp,메탈&마이닝,512010.0
AIRI,Air Industries Group,우주항공 및 국방,521010.0
NES,Nuverra Environmental Solutions Inc,오일 및 가스 장비 및 서비스,501030.0
CANF,Can Fite Biopharma Ltd ADR,제약,562010.0
AGE,AgeX Therapeutics Inc,생명과학 및 메디컬 리서치,562020.0
CVU,CPI Aerostructures Inc,우주항공 및 국방,521010.0
NAVB,Navidea Biopharmaceuticals Inc,생명과학 및 메디컬 리서치,562020.0
KIQ,Kelso Technologies Inc,"건설장비 및 대형차, 기차, 배",521020.0
FISK,Empire State Realty Operating Partnership Units Series 250,주택 및 상업용 리츠,601020.0
UFAB,Unique Fabricating Inc,화학,511010.0
CVR,Chicago Rivet & Machine Co,"건설장비 및 대형차, 기차, 배",521020.0
TRT,Trio-Tech International,반도체 및 반도체 장비,571010.0
NNVC,NanoViricides Inc,생명과학 및 메디컬 리서치,562020.0
PCG PR E,Pacific Gas and Electric 5% 1st Redeemable Pref Shs Series A,전기 유틸리티,591010.0
IDW,IDW Media Holdings Inc Class B,미디어 및 출판,533020.0
COHN,Cohen & Company Inc,투자은행 및 서비스,551020.0
MXC,Mexco Energy Corp,오일 및 가스,501020.0
BRN,Barnwell Industries Inc,오일 및 가스,501020.0
SDPI,Superior Drilling Products Inc,오일 및 가스 장비 및 서비스,501030.0
EXN,Excellon Resources Inc,메탈&마이닝,512010.0
CKX,CKX Lands Inc,부동산 운영 관리,601010.0
CPHI,China Pharma Holdings Inc,생명과학 및 메디컬 리서치,562020.0
TMBR,Timber Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020.0
PCG PR G,Pacific Gas and Electric 4.8% 1st Pref Shs,전기 유틸리티,591010.0
MITQ,Moving Image Technologies Inc,"컴퓨터, 전화 및 가전제품",571060.0
ITP,IT Tech Packaging Inc,종이 및 임산물,513010.0
AMBO,Ambow Education Holding Ltd ADR,학교,631020.0
IMH,Impac Mortgage Holdings Inc,은행,551010.0
CTEK,CynergisTek Inc,소프트웨어 및 IT서비스,572010.0
DXF,Dunxin Financial Holdings Ltd ADR,은행,551010.0
MSN,Emerson Radio Corp,"컴퓨터, 전화 및 가전제품",571060.0
NBY,NovaBay Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020.0
PCG PR H,Pacific Gas and Electric 4.5% 1st Pref Shs,전기 유틸리티,591010.0
RCG,RENN Fund,투자은행 및 서비스,551020.0
GBR,New Concept Energy Inc,오일 및 가스,501020.0
AWX,Avalon Holdings Corp Class A,전문 및 상업 서비스,522030.0
HUSA,Houston American Energy Corp,오일 및 가스,501020.0
YCBD PR A,cbdMD 8 0 Series A Cumulative Convertible Pref Shs,제약,562010.0
RHE PR A,Regional Health Properties 10.875 Cumulative Redeemable Pref Shs Series A,부동산 운영 관리,601010.0
AMS,American Shared Hospital Services,전문 및 상업 서비스,522030.0
PCG PR C,Pacific Gas and Electric 5% 1st Pref Shs,전기 유틸리티,591010.0
PCG PR I,Pacific Gas and Electric 4.36% 1st Pref Shs,전기 유틸리티,591010.0
RMED,Ra Medical Systems Inc,헬스케어 장비 및 용품,561010.0
SSY,SunLink Health Systems Inc,식품 및 약품소매,543010.0
RHE,Regional Health Properties Inc,부동산 운영 관리,601010.0
ENSV,Enservco Corp,오일 및 가스 장비 및 서비스,501030.0
UUU,Universal Security Instruments Inc,커뮤니케이션 및 네트워킹,571020.0
BDR,Blonder Tongue Laboratories Inc,커뮤니케이션 및 네트워킹,571020.0
PW PR A,Power REIT 7.75% Cumulative Redeemable Perpetual Pref Shs Series A,주택 및 상업용 리츠,601020.0
IPB,Merrill Lynch Depositor Corporate Backed Trust Certificates Series 2003-1 Exp,은행,551010.0
VHAQ RT,Viveon Health Acquisition Rights,기타 금융업,556010.0
GLQ RT WI,Clough Global Equity Fund,다양한 금융서비스,555010.0
GLV RT WI,Clough Global Dividend and Income Fund,다양한 금융서비스,555010.0
GLO RT WI,Clough Global Opportunities Fund,다양한 금융서비스,555010.0
TELZ,Tellurian 8 25 Senior Notes due 2028,오일 및 가스,501020.0
FTF RT,Franklin Limited Duration Income Rights Expiring 17th February 2022,다양한 금융서비스,555010.0
HNRA.U,HNR Acquisition Units,기타 금융업,556010.0
600519,Kweichow Moutai Co Ltd Class A,음료,541010.0
601398,Industrial and Commercial Bank of China Ltd Class A,은행,551010.0
600036,China Merchants Bank Co Ltd Class A,은행,551010.0
601288,Agricultural Bank of China Ltd Class A,은행,551010.0
601857,PetroChina Co Ltd Class A,오일 및 가스,501020.0
601988,Bank of China Ltd Class A,은행,551010.0
601628,China Life Insurance Co Ltd Class A,보험,553010.0
601318,Ping An Insurance Group Co of China Ltd Class A,보험,553010.0
600900,China Yangtze Power Co Ltd Class A,전기 유틸리티,591010.0
601166,Industrial Bank Co Ltd Class A,은행,551010.0
601888,China Tourism Group Duty Free Corp Ltd Class A,운송 인프라,524070.0
601088,China Shenhua Energy Co Ltd Class A,석유,501010.0
600028,China Petroleum & Chemical Corp Class A,오일 및 가스,501020.0
601658,Postal Savings Bank of China Co Ltd Class A,은행,551010.0
603288,Foshan Haitian Flavouring and Food Co Ltd Class A,식품 및 담배,541020.0
600809,Shanxi Xinghuacun Fen Wine Factory Co Ltd Class A,음료,541010.0
601012,LONGi Green Energy Technology Co Ltd Class A,반도체 및 반도체 장비,571010.0
601728,China Telecom Corp Ltd Class A,통신 서비스,574010.0
600309,Wanhua Chemical Group Co Ltd Class A,화학,511010.0
600030,CITIC Securities Co Ltd Class A,투자은행 및 서비스,551020.0
601816,Beijing-Shanghai High Speed Railway Co Ltd Class A,운송 인프라,524070.0
600887,Inner Mongolia Yili Industrial Group Co Ltd Class A,식품 및 담배,541020.0
600276,Jiangsu Hengrui Pharmaceuticals Co Ltd Class A,제약,562010.0
600000,Shanghai Pudong Development Bank Co Ltd Class A,은행,551010.0
601633,Great Wall Motor Co Ltd Class A,자동차 및 자동차 부품,531010.0
601899,Zijin Mining Group Co Ltd Class A,메탈&마이닝,512010.0
601668,China State Construction Engineering Corp Ltd Class A,건설 및 엔지니어링,522010.0
601138,Foxconn Industrial Internet Co Ltd Class A,커뮤니케이션 및 네트워킹,571020.0
600104,SAIC Motor Corp Ltd Class A,자동차 및 자동차 부품,531010.0
603259,WuXi AppTec Co Ltd Class A,생명과학 및 메디컬 리서치,562020.0
600436,Zhangzhou Pientzehuang Pharmaceutical Co Ltd Class A,제약,562010.0
601919,COSCO Shipping Holdings Co Ltd Class A,화물 및 물류 서비스,524050.0
603501,Will Semiconductor Co Ltd Shanghai Class A,반도체 및 반도체 장비,571010.0
601328,Bank of Communications Co Ltd Class A,은행,551010.0
600905,China Three Gorges Renewables Group Co Ltd Class A,전기 유틸리티,591010.0
601601,China Pacific Insurance Group Co Ltd Class A,보험,553010.0
600048,Poly Developments and Holdings Group Co Ltd Class A,부동산 운영 관리,601010.0
600406,NARI Technology Co Ltd Class A,소프트웨어 및 IT서비스,572010.0
600346,Hengli Petrochemical Co Ltd Class A,화학,511010.0
600031,Sany Heavy Industry Co Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
600585,Anhui Conch Cement Co Ltd Class A,건축 자재,512020.0
601066,China Securities Co Ltd Class A,투자은행 및 서비스,551020.0
600438,Tongwei Co Ltd Class A,재생에너지,502010.0
601319,People's Insurance Company Group of China Ltd Class A,보험,553010.0
600019,Baoshan Iron & Steel Co Ltd Class A,메탈&마이닝,512010.0
600690,Haier Smart Home Co Ltd Class A,가정용품,532040.0
601998,China Citic Bank Corp Ltd Class A,은행,551010.0
600111,China Northern Rare Earth Group High-Tech Co Ltd Class A,메탈&마이닝,512010.0
601766,CRRC Corp Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
601818,China Everbright Bank Co Ltd Class A,은행,551010.0
600016,China Minsheng Banking Corp Ltd Class A,은행,551010.0
601669,Power Construction Corporation of China Ltd Class A,건설 및 엔지니어링,522010.0
600018,Shanghai International Port Group Co Ltd Class A,운송 인프라,524070.0
601225,Shaanxi Coal Industry Co Ltd Class A,석유,501010.0
601211,Guotai Junan Securities Co Ltd Class A,투자은행 및 서비스,551020.0
600745,Wingtech Technology Co Ltd Class A,"컴퓨터, 전화 및 가전제품",571060.0
601390,China Railway Group Ltd Class A,건설 및 엔지니어링,522010.0
601985,China National Nuclear Power Co Ltd Class A,전기 유틸리티,591010.0
600989,Ningxia Baofeng Energy Group Co Ltd Class A,화학,511010.0
601995,China International Capital Corp Ltd Class A,투자은행 및 서비스,551020.0
600893,AECC Aviation Power Co Ltd Class A,우주항공 및 국방,521010.0
603392,Beijing Wantai Biological Pharmacy Enterprise Co Ltd Class A,헬스케어 장비 및 용품,561010.0
601688,Huatai Securities Co Ltd Class A,투자은행 및 서비스,551020.0
600999,China Merchants Securities Co Ltd Class A,투자은행 및 서비스,551020.0
603799,Zhejiang Huayou Cobalt Co Ltd Class A,메탈&마이닝,512010.0
600050,China United Network Communications Ltd Class A,통신 서비스,574010.0
601800,China Communications Construction Co Ltd Class A,건설 및 엔지니어링,522010.0
688599,Trina Solar Co Ltd Class A,재생에너지,502010.0
600703,Sanan Optoelectronics Co Ltd Class A,반도체 및 반도체 장비,571010.0
600010,Inner Mongolia BaoTou Steel Union Co Ltd Class A,메탈&마이닝,512010.0
603260,Hoshine Silicon Industry Co Ltd Class A,화학,511010.0
600837,Haitong Securities Co Ltd Class A,투자은행 및 서비스,551020.0
600009,Shanghai International Airport Co Ltd Class A,운송 인프라,524070.0
600025,Huaneng Lancang River Hydropower Inc Class A,전기 유틸리티,591010.0
600588,Yonyou Network Technology Co Ltd Class A,소프트웨어 및 IT서비스,572010.0
601111,Air China Ltd Class A,운송업,524060.0
688036,Shenzhen Transsion Holdings Co Ltd Class A,"컴퓨터, 전화 및 가전제품",571060.0
601006,Daqin Railway Co Ltd Class A,화물 및 물류 서비스,524050.0
600760,Avic Shenyang Aircraft Co Ltd Class A,우주항공 및 국방,521010.0
601229,Bank of Shanghai Co Ltd Class A,은행,551010.0
601009,Bank of Nanjing Co Ltd Class A,은행,551010.0
603993,China Molybdenum Co Ltd Class A,메탈&마이닝,512010.0
600919,Bank of Jiangsu Co Ltd Class A,은행,551010.0
688981,Semiconductor Manufacturing International Corp Class A,반도체 및 반도체 장비,571010.0
688111,Beijing Kingsoft Office Software Inc Class A,소프트웨어 및 IT서비스,572010.0
601169,Bank of Beijing Co Ltd Class A,은행,551010.0
601186,China Railway Construction Corp Ltd Class A,건설 및 엔지니어링,522010.0
600150,China CSSC Holdings Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
603806,Hangzhou First Applied Material Co Ltd Class A,화학,511010.0
601238,Guangzhou Automobile Group Co Ltd Class A,자동차 및 자동차 부품,531010.0
600029,China Southern Airlines Co Ltd Class A,운송업,524060.0
601989,China Shipbuilding Industry Co Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
603986,GigaDevice Semiconductor Beijing Inc Class A,반도체 및 반도체 장비,571010.0
600660,Fuyao Glass Industry Group Co Ltd Class A,자동차 및 자동차 부품,531010.0
601877,Zhejiang Chint Electrics Co Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
601868,China Energy Engineering Corp Ltd Class A,건설 및 엔지니어링,522010.0
600011,Huaneng Power International Inc Class A,전기 유틸리티,591010.0
603659,Shanghai Putailai New Energy Technology Co Ltd Class A,메탈&마이닝,512010.0
600015,Hua Xia Bank Co Ltd Class A,은행,551010.0
603195,Gongniu Group Co Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
600188,Yankuang Energy Group Co Ltd Class A,석유,501010.0
600926,Bank of Hangzhou Co Ltd Class A,은행,551010.0
601100,Jiangsu Hengli Hydraulic Co Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
600196,Shanghai Fosun Pharmaceutical Group Co Ltd Class A,제약,562010.0
601336,New China Life Insurance Co Ltd Class A,보험,553010.0
600741,HUAYU Automotive Systems Co Ltd Class A,자동차 및 자동차 부품,531010.0
688008,Montage Technology Co Ltd Class A,반도체 및 반도체 장비,571010.0
600115,China Eastern Airlines Corp Ltd Class A,운송업,524060.0
601600,Aluminum Corp of China Ltd Class A,메탈&마이닝,512010.0
603833,Oppein Home Group Inc Class A,주택건설,532030.0
601155,Seazen Holdings Co Ltd Class A,부동산 운영 관리,601010.0
600886,SDIC Power Holdings Co Ltd Class A,전기 유틸리티,591010.0
600570,Hundsun Technologies Inc Class A,소프트웨어 및 IT서비스,572010.0
601360,360 Security Technology Inc Class A,소프트웨어 및 IT서비스,572010.0
600426,Shandong Hualu Hengsheng Chemical Co Ltd Class A,화학,511010.0
600958,Orient Securities Co Ltd Class A,투자은행 및 서비스,551020.0
601618,Metallurgical Corporation of China Ltd Class A,건설 및 엔지니어링,522010.0
688396,China Resources Microelectronics Ltd Class A,반도체 및 반도체 장비,571010.0
600547,Shandong Gold Mining Co Ltd Class A,메탈&마이닝,512010.0
603486,Ecovacs Robotics Co Ltd Class A,가정용품,532040.0
600089,Tbea Co Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
601865,Flat Glass Group Co Ltd Class A,재생에너지,502010.0
600460,Hangzhou Silan Microelectronics Co Ltd Class A,반도체 및 반도체 장비,571010.0
688012,Advanced Micro-Fabrication Equipment Inc China Class A,반도체 및 반도체 장비,571010.0
601881,China Galaxy Securities Co Ltd Class A,투자은행 및 서비스,551020.0
603369,Jiangsu King's Luck Brewery Joint-Stock Co Ltd Class A,음료,541010.0
600600,Tsingtao Brewery Co Ltd Class A,음료,541010.0
600132,Chongqing Brewery Co Ltd Class A,음료,541010.0
600176,China Jushi Co Ltd Class A,화학,511010.0
600221,Hainan Airlines Holding Co Ltd Class A,운송업,524060.0
601018,Ningbo Zhoushan Port Co Ltd Class A,운송 인프라,524070.0
601117,China National Chemical Engineering Co Ltd Class A,건설 및 엔지니어링,522010.0
600702,Shede Spirits Co Ltd Class A,음료,541010.0
605499,Eastroc Beverage Group Co Ltd Class A,음료,541010.0
601898,China Coal Energy Co Ltd Class A,석유,501010.0
601901,Founder Securities Co Ltd Class A,투자은행 및 서비스,551020.0
600918,Zhongtai Securities Co Ltd Class A,투자은행 및 서비스,551020.0
601939,China Construction Bank Corp Class A,은행,551010.0
601916,China Zheshang Bank Co Ltd Class A,은행,551010.0
600085,Beijing Tongrentang Co Ltd Class A,제약,562010.0
600845,Shanghai Baosight Software Co Ltd Class A,소프트웨어 및 IT서비스,572010.0
601727,Shanghai Electric Group Co Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
600606,Greenland Holdings Corp Ltd Class A,부동산 운영 관리,601010.0
601689,Ningbo Tuopu Group Co Ltd Class A,자동차 및 자동차 부품,531010.0
601377,China Industrial Securities Co Ltd Class A,투자은행 및 서비스,551020.0
600219,Shandong Nanshan Aluminium Co Ltd Class A,메탈&마이닝,512010.0
688126,National Silicon Industry Group Co Ltd Class A,반도체 및 반도체 장비,571010.0
601127,Chongqing Sokon Industry Group Stock Co Ltd Class A,자동차 및 자동차 부품,531010.0
600233,YTO Express Group Co Ltd Class A,화물 및 물류 서비스,524050.0
600383,Gemdale Corp Class A,부동산 운영 관리,601010.0
600754,Shanghai Jin Jiang International Hotels Co Ltd Class A,호텔 및 엔터테인먼트,533010.0
600884,Ningbo Shanshan Co Ltd Class A,섬유 및 의류,532020.0
688169,Beijing Roborock Technology Co Ltd Class A,가정용품,532040.0
603198,Anhui Yingjia Distillery Co Ltd Class A,음료,541010.0
601788,Everbright Securities Co Ltd Class A,투자은행 및 서비스,551020.0
688005,Ningbo Ronbay New Energy Technology Co Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
601233,Tongkun Group Co Ltd Class A,섬유 및 의류,532020.0
688363,Bloomage Biotechnology Corp Ltd Class A,제약,562010.0
600522,Jiangsu Zhongtian Technology Co Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
601698,China Satellite Communications Co Ltd Class A,통신 서비스,574010.0
600674,Sichuan Chuantou Energy Co Ltd Class A,전기 유틸리티,591010.0
605358,Hangzhou Lion Electronics Co Ltd Class A,반도체 및 반도체 장비,571010.0
603290,StarPower Semiconductor Ltd Class A,반도체 및 반도체 장비,571010.0
601021,Spring Airlines Co Ltd Class A,운송업,524060.0
601838,Bank of Chengdu Co Ltd Class A,은행,551010.0
600039,Sichuan Road & Bridge Co Ltd Class A,건설 및 엔지니어링,522010.0
688099,Amlogic Shanghai Co Ltd Class A,반도체 및 반도체 장비,571010.0
600023,Zhejiang Zheneng Electric Power Co Ltd Class A,전기 유틸리티,591010.0
603899,Shanghai M&G Stationery Inc Class A,전문 및 상업 서비스,522030.0
600803,ENN Natural Gas Co Ltd Class A,천연가스 유틸리티,591020.0
601236,Hongta Securities Co Ltd Class A,투자은행 및 서비스,551020.0
600795,Gd Power Development Co Ltd Class A,전기 유틸리티,591010.0
600061,SDIC Capital Co Ltd Class A,투자은행 및 서비스,551020.0
600584,JCET Group Co Ltd Class A,반도체 및 반도체 장비,571010.0
601808,China Oilfield Services Ltd Class A,오일 및 가스 장비 및 서비스,501030.0
600779,Sichuan Swellfun Co Ltd Class A,음료,541010.0
600763,Topchoice Medical Co Inc Class A,헬스케어 업체 및 서비스,561020.0
688187,Zhuzhou CRRC Times Electric Co Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
601615,Ming Yang Smart Energy Group Ltd Class A,재생에너지,502010.0
600298,Angel Yeast Co Ltd Class A,식품 및 담배,541020.0
600236,Guangxi Guiguan Electric Power Co Ltd Class A,전기 유틸리티,591010.0
601878,Zheshang Securities Co Ltd Class A,투자은행 및 서비스,551020.0
600362,Jiangxi Copper Co Ltd Class A,메탈&마이닝,512010.0
603019,Dawning Information Industry Co Ltd Class A,반도체 및 반도체 장비,571010.0
601799,Changzhou Xingyu Automotive Lighting Systems Co Ltd Class A,자동차 및 자동차 부품,531010.0
600183,Shengyi Technology Co Ltd Class A,전자 장비 및 부품,571040.0
603816,Jason Furniture Hangzhou Co Ltd Class A,가정용품,532040.0
603589,Anhui Kouzi Distillery Co Ltd Class A,음료,541010.0
603893,Rockchip Electronics Co Ltd Class A,반도체 및 반도체 장비,571010.0
600875,Dongfang Electric Corp Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
601636,Zhuzhou Kibing Group Co Ltd Class A,주택건설,532030.0
600885,Hongfa Technology Co Ltd Class A,전자 장비 및 부품,571040.0
600256,Guanghui Energy Co Ltd Class A,오일 및 가스,501020.0
600518,Kangmei Pharmaceutical Co Ltd Class A,제약,562010.0
688009,China Railway Signal & Communication Corp Ltd Class A,커뮤니케이션 및 네트워킹,571020.0
600765,AVIC Heavy Machinery Co Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
601216,Inner Mongolia Junzheng Energy & Chemical Group Co Ltd Class A,화학,511010.0
603707,Nanjing King-friend Biochemical Pharmaceutical Co Ltd Class A,제약,562010.0
600352,Zhejiang Longsheng Group Co Ltd Class A,화학,511010.0
603160,Shenzhen Goodix Technology Co.  Ltd. Class A,반도체 및 반도체 장비,571010.0
688180,Shanghai Junshi Biosciences Co Ltd Class A,제약,562010.0
600332,Guangzhou Baiyunshan Pharmaceutical Holdings Co Ltd Class A,제약,562010.0
603737,Skshu Paint Co Ltd Class A,화학,511010.0
600563,Xiamen Faratronic Co Ltd Class A,"건설장비 및 대형차, 기차, 배",521020.0
601555,Soochow Securities Co Ltd Class A,투자은행 및 서비스,551020.0
603568,Zhejiang Weiming Environment Protection Co Ltd Class A,전기 유틸리티,591010.0
