Symbol,Name,Industry,IndustryCode,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14
CSX,CSX Corp,화물 및 물류 서비스,524050.0,0,0,0,0,0,0,2,2,2,2,2,0
SWKS,Skyworks Solutions Inc,반도체 및 반도체 장비,571010.0,2,2,4,2,2,7,7,7,7,7,7,2
ENPH,Enphase Energy Inc,재생에너지,502010.0,2,2,2,2,2,2,2,2,2,2,2,2
PLUG,Plug Power Inc,재생에너지,502010.0,2,2,4,4,4,7,7,7,7,7,7,7
TTEK,Tetra Tech Inc,전문 및 상업 서비스,522030.0,0,0,0,0,0,0,2,2,2,2,2,0
FSLR,First Solar Inc,재생에너지,502010.0,2,2,2,2,2,2,2,2,2,2,2,2
SRCL,Stericycle Inc,전문 및 상업 서비스,522030.0,1,1,1,5,6,3,3,9,9,9,9,9
RUN,Sunrun Inc,재생에너지,502010.0,0,0,4,4,4,7,7,7,7,7,7,7
CWST,Casella Waste Systems Inc Class A,전문 및 상업 서비스,522030.0,0,0,0,0,0,0,2,2,2,2,2,0
LGIH,LGI Homes Inc,주택건설,532030.0,0,0,0,0,0,0,2,2,2,2,2,0
SPWR,SunPower Corp,재생에너지,502010.0,2,2,4,4,4,7,7,7,7,7,7,7
BLDP,Ballard Power Systems Inc,재생에너지,502010.0,0,0,4,4,4,7,7,7,7,7,7,7
ITRI,Itron Inc,"건설장비 및 대형차, 기차, 배",521020.0,0,0,0,1,1,5,5,5,5,5,5,5
SMCI,Super Micro Computer Inc,"컴퓨터, 전화 및 가전제품",571060.0,2,2,2,2,2,4,4,4,4,4,4,4
REGI,Renewable Energy Group Inc,재생에너지,502010.0,0,0,4,4,4,7,7,7,7,7,7,7
CSIQ,Canadian Solar Inc,재생에너지,502010.0,2,2,4,4,4,7,7,7,7,7,7,7
ECOL,US Ecology Inc,전문 및 상업 서비스,522030.0,1,3,3,3,3,6,6,6,6,6,6,6
OFLX,Omega Flex Inc,"건설장비 및 대형차, 기차, 배",521020.0,0,0,0,0,0,0,0,0,0,0,0,0
SGH,SMART Global Holdings Inc.,반도체 및 반도체 장비,571010.0,2,2,2,2,2,2,8,8,8,8,8,8
CHCO,City Holding Co,은행,551010.0,0,1,0,1,1,5,5,5,5,11,11,11
SCHN,Schnitzer Steel Industries Inc Class A,메탈&마이닝,512010.0,2,2,2,2,2,2,8,8,8,8,8,8
ERII,Energy Recovery Inc,"건설장비 및 대형차, 기차, 배",521020.0,2,2,2,2,2,2,8,8,8,8,8,8
BLNK,Blink Charging Co,전기 유틸리티,591010.0,2,2,4,4,4,7,7,7,7,7,7,7
MERC,Mercer International Inc,종이 및 임산물,513010.0,1,3,3,3,3,6,6,6,6,6,6,6
HCCI,Heritage-Crystal Clean Inc,전문 및 상업 서비스,522030.0,0,0,0,1,1,5,5,5,5,11,11,11
UFCS,United Fire Group Inc,보험,553010.0,1,3,3,3,3,6,6,6,6,6,6,6
SIFY,Sify Technologies Ltd ADR,통신 서비스,574010.0,2,2,2,2,2,2,8,8,8,8,8,8
WKHS,Workhorse Group Inc,자동차 및 자동차 부품,531010.0,0,0,4,4,4,7,7,7,7,7,7,7
TPIC,TPI Composites Inc,재생에너지,502010.0,0,0,4,4,4,7,7,7,7,7,7,5
LOOP,Loop Industries Inc,화학,511010.0,1,3,1,5,6,3,3,9,9,9,9,9
VTNR,Vertex Energy Inc,오일 및 가스,501020.0,2,2,2,2,2,2,8,8,8,8,8,8
VEV,Vicinity Motor Corp,"건설장비 및 대형차, 기차, 배",521020.0,1,1,1,1,1,1,1,1,1,1,1,1
FCAP,First Capital Inc,은행,551010.0,0,0,0,0,0,5,5,5,5,5,5,13
SMED,Sharps Compliance Corp,전문 및 상업 서비스,522030.0,2,2,4,4,4,7,7,7,7,7,7,7
ADES,Advanced Emissions Solutions Inc,전문 및 상업 서비스,522030.0,1,3,3,3,3,6,6,6,6,6,12,12
SND,Smart Sand Inc,건축 자재,512020.0,1,3,3,5,6,3,3,9,9,9,9,9
DLA,Delta Apparel Inc,섬유 및 의류,532020.0,2,1,2,1,1,1,8,8,8,11,11,11
DSS,DSS Inc,용기 및 포장,513020.0,1,3,3,5,5,3,3,3,3,3,3,3
